permutation	orthogroup	pseudo_anchor_index	pseudo_alignment_position	species_total	species_with_feature	variance
218	orthogroup_1181	1	385	10	3	30310.333333333332
218	orthogroup_119	1	105	8	5	266.175
218	orthogroup_1208	1	115	9	3	240.33333333333334
218	orthogroup_1267	10	256	9	3	268.0
218	orthogroup_1271	1	70	10	6	0.0
218	orthogroup_1328	1	14	10	3	2300.3333333333335
218	orthogroup_1335	8	424	9	3	133.33333333333334
218	orthogroup_1363	1	42	9	3	284.3333333333333
218	orthogroup_1379	2	263	10	3	20.083333333333332
218	orthogroup_139	1	87	9	3	3165.75
218	orthogroup_14	1	129	8	4	1824.0
218	orthogroup_1400	1	164	8	3	456.3333333333333
218	orthogroup_1406	1	337	9	6	12165.766666666666
218	orthogroup_1408	4	41	9	3	1073.5833333333333
218	orthogroup_1435	1	235	8	5	10546.3
218	orthogroup_1445	6	78	9	3	7.0
218	orthogroup_145	6	22	8	3	363.0
218	orthogroup_1453	6	346	8	3	11406.333333333334
218	orthogroup_1453	7	849	8	3	11314.333333333334
218	orthogroup_1557	9	228	8	5	683.675
218	orthogroup_1627	1	174	9	3	5461.333333333333
218	orthogroup_1627	5	181	9	4	3960.3333333333335
218	orthogroup_1733	1	162	9	3	1937.3333333333333
218	orthogroup_1733	5	502	9	3	19.0
218	orthogroup_1742	3	191	9	4	1262.25
218	orthogroup_1742	4	282	9	4	6771.583333333333
218	orthogroup_1811	1	136	8	6	920.375
218	orthogroup_1811	5	230	8	5	3232.25
218	orthogroup_1811	6	572	8	5	507.7
218	orthogroup_1811	12	705	8	3	114.33333333333333
218	orthogroup_1831	5	214	8	3	1352.25
218	orthogroup_1831	6	504	8	3	1364.3333333333333
218	orthogroup_1831	10	672	8	4	1806.25
218	orthogroup_2	2	120	9	3	341.3333333333333
218	orthogroup_2	3	328	9	4	2666.25
218	orthogroup_203	3	14	9	3	0.0
218	orthogroup_22	1	4	8	3	3.0833333333333335
218	orthogroup_23	4	115	8	3	0.0
218	orthogroup_329	1	8	9	3	0.0
218	orthogroup_329	2	202	9	3	366.3333333333333
218	orthogroup_329	7	385	9	4	2244.6666666666665
218	orthogroup_334	1	48	9	3	217.33333333333334
218	orthogroup_36	2	5	8	5	5.3
218	orthogroup_387	7	459	8	3	6030.083333333333
218	orthogroup_540	1	19	9	7	544.7857142857143
218	orthogroup_548	1	113	9	5	1656.3
218	orthogroup_548	4	148	9	3	247.0
218	orthogroup_554	5	48	9	3	33.333333333333336
218	orthogroup_554	8	253	9	6	2503.0416666666665
218	orthogroup_582	1	222	8	5	2552.0
218	orthogroup_582	7	334	8	3	208.33333333333334
218	orthogroup_582	12	691	8	3	0.3333333333333333
218	orthogroup_598	1	1	9	3	177.33333333333334
218	orthogroup_65	1	259	8	4	45.5625
218	orthogroup_7	4	315	9	3	12.0
218	orthogroup_755	1	241	9	5	1834.3
218	orthogroup_76	6	241	8	3	176.33333333333334
218	orthogroup_767	1	302	10	7	110.80952380952381
218	orthogroup_80	4	158	9	5	0.0
218	orthogroup_81	1	182	10	3	1365.3333333333333
218	orthogroup_870	1	197	9	5	1249.2
218	orthogroup_900	1	479	9	5	5283.55
218	orthogroup_946	1	329	8	4	10132.25
218	orthogroup_96	1	287	9	6	3392.1666666666665
218	orthogroup_968	4	468	8	5	3753.55
218	orthogroup_995	3	6	9	3	0.0
219	orthogroup_1014	6	70	9	5	4108.7
219	orthogroup_1024	7	449	9	3	343.0
219	orthogroup_1038	1	370	9	4	7360.25
219	orthogroup_1040	1	135	8	3	208.33333333333334
219	orthogroup_105	8	433	9	7	3113.5714285714284
219	orthogroup_1158	1	220	9	4	991.5833333333334
219	orthogroup_1158	5	530	9	3	0.0
219	orthogroup_1177	1	220	10	4	6174.895833333333
219	orthogroup_1181	1	9	9	3	1274.3333333333333
219	orthogroup_119	1	105	8	5	266.175
219	orthogroup_1208	1	94	9	3	240.33333333333334
219	orthogroup_1267	9	259	9	3	268.0
219	orthogroup_1271	1	69	10	6	0.0
219	orthogroup_1335	5	449	9	3	133.33333333333334
219	orthogroup_1363	1	46	9	3	284.3333333333333
219	orthogroup_1379	5	363	10	3	3991.75
219	orthogroup_139	1	80	9	3	3165.75
219	orthogroup_14	1	127	8	4	1824.0
219	orthogroup_1400	1	163	8	3	456.3333333333333
219	orthogroup_1406	1	220	9	5	2558.675
219	orthogroup_1408	6	48	9	3	1073.5833333333333
219	orthogroup_141	6	178	10	3	4370.333333333333
219	orthogroup_1435	1	239	8	5	10546.3
219	orthogroup_1445	6	81	9	3	7.0
219	orthogroup_145	5	87	8	3	363.0
219	orthogroup_1453	9	376	8	3	5432.333333333333
219	orthogroup_1557	11	228	8	5	683.675
219	orthogroup_1627	1	176	9	3	5461.333333333333
219	orthogroup_1627	4	181	9	4	3960.3333333333335
219	orthogroup_1636	5	480	10	4	1161.7291666666667
219	orthogroup_1733	1	126	9	3	1937.3333333333333
219	orthogroup_1733	4	571	9	3	19.0
219	orthogroup_1742	1	156	9	3	576.3333333333334
219	orthogroup_1742	4	278	9	3	6820.333333333333
219	orthogroup_1779	7	460	8	3	10852.0
219	orthogroup_1811	1	134	8	6	920.375
219	orthogroup_1811	5	217	8	5	3232.25
219	orthogroup_1811	6	568	8	5	507.7
219	orthogroup_1831	4	223	8	4	3737.0625
219	orthogroup_1831	10	673	8	4	1806.25
219	orthogroup_2	1	40	9	5	1810.55
219	orthogroup_203	3	9	9	3	0.0
219	orthogroup_22	1	8	8	4	3.0625
219	orthogroup_23	4	120	8	3	0.0
219	orthogroup_329	1	215	9	4	3924.6666666666665
219	orthogroup_329	7	326	9	3	967.0
219	orthogroup_334	1	44	9	3	217.33333333333334
219	orthogroup_36	1	110	8	5	5.3
219	orthogroup_387	4	253	8	3	114.08333333333333
219	orthogroup_540	2	13	9	6	0.075
219	orthogroup_548	1	113	9	5	1656.3
219	orthogroup_548	5	147	9	3	247.0
219	orthogroup_548	6	252	8	3	146.08333333333334
219	orthogroup_554	6	48	9	3	33.333333333333336
219	orthogroup_554	8	237	9	6	2503.0416666666665
219	orthogroup_582	1	203	8	5	2552.0
219	orthogroup_582	8	343	8	3	208.33333333333334
219	orthogroup_582	12	624	8	3	1.0
219	orthogroup_598	1	147	9	4	3144.9166666666665
219	orthogroup_610	5	121	9	3	46.583333333333336
219	orthogroup_65	1	207	9	5	1031.7
219	orthogroup_7	6	287	9	3	12.0
219	orthogroup_755	1	305	8	4	2430.2291666666665
219	orthogroup_76	6	93	8	3	176.33333333333334
219	orthogroup_767	1	292	10	7	110.80952380952381
219	orthogroup_790	2	432	9	3	147.0
219	orthogroup_80	4	160	9	5	0.0
219	orthogroup_81	1	183	10	3	1365.3333333333333
219	orthogroup_870	1	142	9	5	1249.2
219	orthogroup_900	1	468	9	5	5283.55
219	orthogroup_946	1	339	8	4	10132.25
219	orthogroup_96	1	287	9	6	3392.1666666666665
219	orthogroup_968	1	95	8	4	3473.5833333333335
219	orthogroup_968	4	506	8	5	1829.5
219	orthogroup_995	2	4	9	3	0.0
220	orthogroup_1014	6	68	9	6	6248.441666666667
220	orthogroup_1038	1	374	9	4	7360.25
220	orthogroup_1040	1	143	8	3	208.33333333333334
220	orthogroup_105	8	428	9	7	3113.5714285714284
220	orthogroup_1124	4	135	9	3	7396.0
220	orthogroup_1154	1	168	9	3	120.33333333333333
220	orthogroup_1158	1	305	9	4	991.5833333333334
220	orthogroup_1158	5	561	9	3	0.0
220	orthogroup_1177	1	223	10	4	6174.895833333333
220	orthogroup_1181	1	381	10	3	1274.3333333333333
220	orthogroup_119	1	102	8	5	266.175
220	orthogroup_1208	1	97	9	3	240.33333333333334
220	orthogroup_1267	9	259	9	3	268.0
220	orthogroup_1271	1	69	10	6	0.0
220	orthogroup_1271	12	539	10	4	0.08333333333333333
220	orthogroup_1335	5	466	9	3	133.33333333333334
220	orthogroup_1363	1	45	9	3	284.3333333333333
220	orthogroup_1379	5	263	10	3	20.083333333333332
220	orthogroup_1379	8	455	10	3	2211.0833333333335
220	orthogroup_14	1	128	8	4	1824.0
220	orthogroup_1400	1	163	8	3	456.3333333333333
220	orthogroup_1406	1	122	9	5	2558.675
220	orthogroup_1406	2	413	9	3	661.0
220	orthogroup_1408	5	221	9	4	1918.3958333333333
220	orthogroup_1435	1	231	8	5	10546.3
220	orthogroup_1445	6	81	9	3	7.0
220	orthogroup_145	4	77	8	3	363.0
220	orthogroup_1453	10	500	8	3	5432.333333333333
220	orthogroup_1457	10	307	10	3	5826.083333333333
220	orthogroup_1557	9	228	8	5	683.675
220	orthogroup_1627	1	177	9	3	5461.333333333333
220	orthogroup_1733	1	102	9	3	1937.3333333333333
220	orthogroup_1733	10	558	9	3	19.0
220	orthogroup_1742	1	214	9	4	1262.25
220	orthogroup_1784	1	148	8	3	2666.3333333333335
220	orthogroup_1808	2	383	8	3	15850.333333333334
220	orthogroup_1811	1	156	8	6	1493.3
220	orthogroup_1811	3	242	8	5	3232.25
220	orthogroup_1811	4	579	8	5	507.7
220	orthogroup_1811	9	693	8	3	114.33333333333333
220	orthogroup_1831	1	89	8	3	1356.5833333333333
220	orthogroup_1831	2	497	8	3	1364.3333333333333
220	orthogroup_1831	10	645	8	4	1806.25
220	orthogroup_2	1	58	9	3	1106.5833333333333
220	orthogroup_2	3	329	9	4	2666.25
220	orthogroup_203	2	19	10	3	0.0
220	orthogroup_22	1	11	8	4	3.0625
220	orthogroup_23	6	107	8	4	4032.25
220	orthogroup_284	1	108	9	3	2028.0
220	orthogroup_329	1	200	9	4	3924.6666666666665
220	orthogroup_329	7	323	9	3	967.0
220	orthogroup_334	1	46	9	3	217.33333333333334
220	orthogroup_36	1	4	8	5	5.3
220	orthogroup_387	6	480	8	3	6030.083333333333
220	orthogroup_540	1	7	9	6	0.075
220	orthogroup_548	1	115	9	5	1656.3
220	orthogroup_548	6	144	9	5	1170.2
220	orthogroup_554	4	41	9	3	545.0833333333334
220	orthogroup_554	8	253	9	6	2503.0416666666665
220	orthogroup_582	1	223	8	5	2552.0
220	orthogroup_582	4	341	8	3	208.33333333333334
220	orthogroup_598	1	146	9	4	3144.9166666666665
220	orthogroup_65	1	986	9	5	72054.5
220	orthogroup_7	3	283	9	3	12.0
220	orthogroup_755	1	234	9	5	1834.3
220	orthogroup_76	6	121	8	3	176.33333333333334
220	orthogroup_767	1	300	10	7	110.80952380952381
220	orthogroup_80	4	159	9	5	0.0
220	orthogroup_81	1	181	10	3	1365.3333333333333
220	orthogroup_870	1	139	9	5	1249.2
220	orthogroup_900	1	465	9	5	5283.55
220	orthogroup_946	1	372	8	4	10132.25
220	orthogroup_96	1	287	9	6	3392.1666666666665
220	orthogroup_968	1	48	8	3	645.3333333333334
220	orthogroup_968	4	257	8	5	3753.55
220	orthogroup_995	2	9	9	3	0.0
221	orthogroup_1014	6	73	9	5	4108.7
221	orthogroup_1038	1	339	9	4	7360.25
221	orthogroup_1040	1	130	8	3	208.33333333333334
221	orthogroup_105	8	439	9	7	3113.5714285714284
221	orthogroup_1124	4	238	9	3	7396.0
221	orthogroup_1154	1	169	9	3	120.33333333333333
221	orthogroup_1158	1	215	9	4	991.5833333333334
221	orthogroup_1158	5	554	9	3	0.0
221	orthogroup_1177	1	223	10	4	6174.895833333333
221	orthogroup_1181	1	126	10	3	1274.3333333333333
221	orthogroup_119	1	121	8	5	266.175
221	orthogroup_1208	1	113	9	3	240.33333333333334
221	orthogroup_1267	9	257	9	3	268.0
221	orthogroup_1271	1	71	10	6	0.0
221	orthogroup_1271	14	542	9	4	0.08333333333333333
221	orthogroup_1363	1	43	9	3	284.3333333333333
221	orthogroup_1379	5	362	10	3	3991.75
221	orthogroup_139	1	144	9	3	3165.75
221	orthogroup_14	1	128	8	4	1824.0
221	orthogroup_1400	1	167	8	3	456.3333333333333
221	orthogroup_1406	1	100	9	4	352.25
221	orthogroup_1406	4	458	9	4	1736.6666666666667
221	orthogroup_1408	5	43	9	3	1073.5833333333333
221	orthogroup_1435	1	218	8	5	10546.3
221	orthogroup_1445	6	78	9	3	7.0
221	orthogroup_145	5	82	8	3	363.0
221	orthogroup_1453	9	473	8	3	5432.333333333333
221	orthogroup_1557	10	228	8	5	683.675
221	orthogroup_1627	1	174	9	3	5461.333333333333
221	orthogroup_1733	1	144	9	3	1937.3333333333333
221	orthogroup_1733	5	307	9	3	19.0
221	orthogroup_1742	4	350	9	3	6852.0
221	orthogroup_1808	1	235	8	3	31457.333333333332
221	orthogroup_1811	1	167	8	6	1672.4416666666666
221	orthogroup_1811	6	240	8	5	3232.25
221	orthogroup_1811	7	553	8	5	507.7
221	orthogroup_1811	13	659	8	4	735.0
221	orthogroup_1831	4	213	8	4	3737.0625
221	orthogroup_1831	10	662	8	4	1806.25
221	orthogroup_2	2	121	9	3	341.3333333333333
221	orthogroup_2	3	274	9	4	2666.25
221	orthogroup_203	4	15	9	3	0.0
221	orthogroup_23	6	102	8	4	4032.25
221	orthogroup_279	7	177	9	3	3468.0
221	orthogroup_329	1	243	9	5	6919.7
221	orthogroup_329	6	379	9	3	967.0
221	orthogroup_334	1	120	9	3	1737.3333333333333
221	orthogroup_36	1	113	8	5	5.3
221	orthogroup_387	3	253	8	3	114.08333333333333
221	orthogroup_540	1	9	9	7	544.7857142857143
221	orthogroup_548	1	118	9	5	1656.3
221	orthogroup_548	6	143	9	5	1170.2
221	orthogroup_554	4	52	9	3	33.333333333333336
221	orthogroup_554	7	248	9	4	119.5625
221	orthogroup_554	8	428	9	4	824.9166666666666
221	orthogroup_582	1	177	8	5	2552.0
221	orthogroup_582	6	327	8	3	208.33333333333334
221	orthogroup_582	12	673	8	3	0.3333333333333333
221	orthogroup_598	1	147	9	4	3144.9166666666665
221	orthogroup_610	5	133	9	3	46.583333333333336
221	orthogroup_65	1	485	8	4	7802.895833333333
221	orthogroup_7	7	275	9	3	12.0
221	orthogroup_755	1	238	9	5	1834.3
221	orthogroup_76	6	240	8	3	176.33333333333334
221	orthogroup_767	1	297	10	7	110.80952380952381
221	orthogroup_790	1	378	9	3	19683.0
221	orthogroup_80	4	154	9	6	13.5
221	orthogroup_81	1	181	10	3	1365.3333333333333
221	orthogroup_870	1	143	9	5	1249.2
221	orthogroup_900	1	468	9	5	5283.55
221	orthogroup_946	1	324	8	4	10132.25
221	orthogroup_96	1	287	9	6	3392.1666666666665
221	orthogroup_968	4	506	8	4	0.8958333333333334
221	orthogroup_995	1	4	9	3	0.0
222	orthogroup_1014	6	60	9	5	4161.05
222	orthogroup_1038	1	210	9	3	65.33333333333333
222	orthogroup_1040	1	130	8	3	208.33333333333334
222	orthogroup_105	8	211	9	7	3550.6190476190477
222	orthogroup_1124	4	252	9	3	7396.0
222	orthogroup_1154	1	172	9	3	120.33333333333333
222	orthogroup_1158	1	420	8	4	1190.25
222	orthogroup_1158	5	547	9	3	0.0
222	orthogroup_1177	1	220	10	4	6174.895833333333
222	orthogroup_119	1	138	8	5	266.175
222	orthogroup_1208	1	70	9	3	252.0
222	orthogroup_1267	10	259	9	3	268.0
222	orthogroup_1271	1	71	10	6	0.0
222	orthogroup_1335	9	392	9	3	133.33333333333334
222	orthogroup_1363	1	45	9	3	284.3333333333333
222	orthogroup_1379	4	266	10	3	20.083333333333332
222	orthogroup_139	1	138	9	3	3165.75
222	orthogroup_14	1	127	8	4	1824.0
222	orthogroup_1400	1	166	8	3	456.3333333333333
222	orthogroup_1406	1	97	9	5	2030.175
222	orthogroup_1408	3	44	9	3	1073.5833333333333
222	orthogroup_141	6	62	10	3	4370.333333333333
222	orthogroup_1435	1	216	8	5	10546.3
222	orthogroup_1445	6	67	9	3	10.333333333333334
222	orthogroup_145	5	88	8	3	363.0
222	orthogroup_1453	10	784	8	3	11314.333333333334
222	orthogroup_1457	10	310	10	3	5826.083333333333
222	orthogroup_1557	9	228	8	5	683.675
222	orthogroup_1627	1	174	9	3	5461.333333333333
222	orthogroup_1636	6	495	10	3	58.583333333333336
222	orthogroup_1733	3	508	9	3	19.0
222	orthogroup_1742	4	236	9	4	9518.666666666666
222	orthogroup_1779	7	566	8	3	10409.333333333334
222	orthogroup_1784	1	101	8	3	2666.3333333333335
222	orthogroup_1811	1	190	8	6	1493.3
222	orthogroup_1811	4	220	8	5	3232.25
222	orthogroup_1811	5	591	8	5	507.7
222	orthogroup_1831	4	187	8	3	1352.25
222	orthogroup_1831	5	494	8	3	1364.3333333333333
222	orthogroup_1831	10	602	8	5	7323.2
222	orthogroup_2	1	36	9	5	1810.55
222	orthogroup_203	2	12	9	3	0.0
222	orthogroup_22	1	11	8	4	3.0625
222	orthogroup_23	5	118	8	3	0.0
222	orthogroup_284	1	113	9	3	2028.0
222	orthogroup_329	1	302	9	6	25169.2
222	orthogroup_334	1	116	9	3	1737.3333333333333
222	orthogroup_36	1	5	8	5	5.3
222	orthogroup_387	6	453	8	3	6030.083333333333
222	orthogroup_540	2	7	9	7	544.7857142857143
222	orthogroup_548	1	116	9	5	1656.3
222	orthogroup_548	6	148	9	5	1170.2
222	orthogroup_554	3	44	9	3	571.75
222	orthogroup_554	6	238	9	4	119.5625
222	orthogroup_554	7	428	9	4	824.9166666666666
222	orthogroup_582	1	201	8	5	2552.0
222	orthogroup_582	2	318	8	3	208.33333333333334
222	orthogroup_582	12	694	8	3	0.3333333333333333
222	orthogroup_598	1	144	9	4	3144.9166666666665
222	orthogroup_65	1	298	9	5	3203.45
222	orthogroup_7	5	284	9	3	12.0
222	orthogroup_755	1	261	9	5	1834.3
222	orthogroup_76	6	111	8	3	176.33333333333334
222	orthogroup_767	1	302	10	7	110.80952380952381
222	orthogroup_790	2	387	9	3	147.0
222	orthogroup_80	4	157	9	5	0.0
222	orthogroup_81	1	181	10	3	1365.3333333333333
222	orthogroup_870	1	150	9	5	1249.2
222	orthogroup_900	1	476	9	5	5283.55
222	orthogroup_946	1	309	8	4	10132.25
222	orthogroup_96	1	287	9	6	3392.1666666666665
222	orthogroup_968	1	24	8	3	645.3333333333334
222	orthogroup_968	4	505	8	5	3753.55
222	orthogroup_995	2	6	9	3	0.0
223	orthogroup_1014	6	74	9	5	4108.7
223	orthogroup_1038	1	334	9	4	7360.25
223	orthogroup_1040	1	204	8	3	208.33333333333334
223	orthogroup_105	8	492	9	5	0.2
223	orthogroup_1158	1	119	9	4	1014.6666666666666
223	orthogroup_1158	5	521	9	3	0.0
223	orthogroup_1177	1	235	10	4	6116.5625
223	orthogroup_1181	1	360	10	3	30310.333333333332
223	orthogroup_119	1	102	8	5	266.175
223	orthogroup_1208	1	195	9	3	240.33333333333334
223	orthogroup_1267	10	370	9	3	5.333333333333333
223	orthogroup_1271	1	71	10	6	0.0
223	orthogroup_1271	13	539	10	4	0.08333333333333333
223	orthogroup_1363	1	51	9	3	284.3333333333333
223	orthogroup_1379	7	262	10	3	20.083333333333332
223	orthogroup_14	1	129	8	4	1824.0
223	orthogroup_1400	1	167	8	3	456.3333333333333
223	orthogroup_1406	1	332	9	6	12165.766666666666
223	orthogroup_1406	2	388	9	3	1132.3333333333333
223	orthogroup_1408	3	216	9	4	1918.3958333333333
223	orthogroup_141	6	59	10	3	4370.333333333333
223	orthogroup_1435	1	219	8	5	10546.3
223	orthogroup_1445	6	63	9	3	10.333333333333334
223	orthogroup_145	6	80	8	3	363.0
223	orthogroup_1453	11	371	8	5	34414.3
223	orthogroup_1557	12	232	8	6	4953.4
223	orthogroup_1627	1	177	9	3	5461.333333333333
223	orthogroup_1636	4	344	10	3	409.3333333333333
223	orthogroup_1733	4	502	9	3	19.0
223	orthogroup_1742	2	138	9	3	576.3333333333334
223	orthogroup_1742	3	282	9	3	1024.0
223	orthogroup_1784	1	95	8	3	2666.3333333333335
223	orthogroup_1811	1	120	8	5	542.3
223	orthogroup_1811	5	220	8	5	3232.25
223	orthogroup_1811	6	554	8	5	507.7
223	orthogroup_1811	10	715	8	3	114.33333333333333
223	orthogroup_1831	6	226	8	3	2864.25
223	orthogroup_1831	10	625	8	5	7323.2
223	orthogroup_2	1	101	9	5	1853.5
223	orthogroup_2	3	294	9	4	2666.25
223	orthogroup_203	3	14	9	3	0.0
223	orthogroup_22	1	19	8	4	3.0625
223	orthogroup_23	6	118	8	4	4032.25
223	orthogroup_329	1	194	9	4	3924.6666666666665
223	orthogroup_329	7	378	9	3	967.0
223	orthogroup_334	1	226	9	3	6682.75
223	orthogroup_36	1	6	8	5	5.3
223	orthogroup_387	3	251	8	3	114.08333333333333
223	orthogroup_540	2	8	9	6	0.075
223	orthogroup_548	1	112	9	5	1656.3
223	orthogroup_548	5	143	9	3	247.0
223	orthogroup_548	6	251	8	3	146.08333333333334
223	orthogroup_554	5	53	9	3	571.75
223	orthogroup_554	8	248	9	6	2503.0416666666665
223	orthogroup_582	1	196	8	5	2552.0
223	orthogroup_582	6	355	8	3	225.33333333333334
223	orthogroup_582	12	709	8	3	0.3333333333333333
223	orthogroup_598	1	149	9	4	3144.9166666666665
223	orthogroup_610	5	133	9	3	46.583333333333336
223	orthogroup_65	1	739	9	5	70143.95
223	orthogroup_7	9	328	9	3	12.0
223	orthogroup_755	1	245	9	5	1834.3
223	orthogroup_76	6	127	8	3	176.33333333333334
223	orthogroup_767	1	290	10	7	110.80952380952381
223	orthogroup_80	4	152	9	6	13.5
223	orthogroup_81	1	181	10	3	1365.3333333333333
223	orthogroup_870	1	156	9	5	1249.2
223	orthogroup_900	1	469	9	5	5283.55
223	orthogroup_946	1	310	8	4	10132.25
223	orthogroup_96	1	288	9	6	3392.1666666666665
223	orthogroup_968	1	138	8	4	3473.5833333333335
223	orthogroup_968	4	466	8	5	3753.55
223	orthogroup_995	2	9	9	3	0.0
224	orthogroup_1014	6	71	9	5	4108.7
224	orthogroup_1038	1	232	9	3	65.33333333333333
224	orthogroup_1040	1	132	8	3	208.33333333333334
224	orthogroup_105	8	436	9	5	0.2
224	orthogroup_1158	1	118	9	4	1014.6666666666666
224	orthogroup_1158	5	551	9	3	0.0
224	orthogroup_1177	1	236	10	4	6116.5625
224	orthogroup_1181	1	247	10	3	1274.3333333333333
224	orthogroup_119	1	119	8	5	266.175
224	orthogroup_1208	1	89	9	3	240.33333333333334
224	orthogroup_1267	9	254	9	3	268.0
224	orthogroup_1271	1	71	10	6	0.0
224	orthogroup_1363	1	133	9	6	2149.766666666667
224	orthogroup_1379	6	374	10	3	14.083333333333334
224	orthogroup_14	1	127	8	4	1824.0
224	orthogroup_1400	1	170	8	3	456.3333333333333
224	orthogroup_1406	1	90	9	4	352.25
224	orthogroup_1406	2	118	9	3	850.0833333333334
224	orthogroup_1406	3	375	9	3	661.0
224	orthogroup_1408	5	49	9	3	1073.5833333333333
224	orthogroup_141	6	343	10	3	4314.333333333333
224	orthogroup_1435	1	215	8	4	8220.666666666666
224	orthogroup_1445	6	75	9	3	10.333333333333334
224	orthogroup_145	6	80	8	3	363.0
224	orthogroup_1453	10	475	8	3	5432.333333333333
224	orthogroup_1557	11	228	8	5	683.675
224	orthogroup_1627	1	175	9	3	5461.333333333333
224	orthogroup_1636	2	369	10	3	1957.0
224	orthogroup_1636	4	509	10	3	58.583333333333336
224	orthogroup_1733	7	561	9	3	19.0
224	orthogroup_1742	1	145	9	3	576.3333333333334
224	orthogroup_1742	2	293	9	3	992.3333333333334
224	orthogroup_1779	7	549	8	3	10409.333333333334
224	orthogroup_1784	1	101	8	3	2666.3333333333335
224	orthogroup_1811	1	129	8	5	536.2
224	orthogroup_1811	6	215	8	5	3232.25
224	orthogroup_1811	7	619	8	5	3015.7
224	orthogroup_1811	9	721	8	3	114.33333333333333
224	orthogroup_1831	6	212	8	4	3737.0625
224	orthogroup_1831	10	657	8	4	1806.25
224	orthogroup_2	2	111	9	3	341.3333333333333
224	orthogroup_2	3	136	9	4	2556.25
224	orthogroup_203	3	14	9	3	0.0
224	orthogroup_22	1	10	8	4	3.0625
224	orthogroup_23	6	119	8	4	4032.25
224	orthogroup_279	5	183	9	3	3468.0
224	orthogroup_329	1	189	9	4	3924.6666666666665
224	orthogroup_329	5	329	9	3	967.0
224	orthogroup_334	1	43	9	3	217.33333333333334
224	orthogroup_36	1	6	8	5	5.3
224	orthogroup_387	3	252	8	3	114.08333333333333
224	orthogroup_540	2	7	9	3	0.0
224	orthogroup_540	3	13	9	3	0.0
224	orthogroup_548	1	117	9	5	1656.3
224	orthogroup_548	5	146	9	3	247.0
224	orthogroup_548	6	254	8	3	146.08333333333334
224	orthogroup_554	6	56	9	3	33.333333333333336
224	orthogroup_554	8	233	9	6	2503.0416666666665
224	orthogroup_582	1	187	8	5	2552.0
224	orthogroup_582	6	333	8	3	208.33333333333334
224	orthogroup_582	12	700	8	3	0.3333333333333333
224	orthogroup_598	1	144	9	4	3144.9166666666665
224	orthogroup_65	1	686	9	5	68365.45
224	orthogroup_7	5	289	9	3	12.0
224	orthogroup_755	1	247	9	5	1834.3
224	orthogroup_76	6	120	8	3	176.33333333333334
224	orthogroup_767	1	312	10	7	110.80952380952381
224	orthogroup_790	4	363	9	3	147.0
224	orthogroup_80	3	159	9	5	0.0
224	orthogroup_81	1	181	10	3	1365.3333333333333
224	orthogroup_870	1	157	9	5	1249.2
224	orthogroup_900	1	92	9	4	5123.729166666667
224	orthogroup_946	1	367	8	4	10132.25
224	orthogroup_96	1	287	9	6	3392.1666666666665
224	orthogroup_968	1	177	8	4	3473.5833333333335
224	orthogroup_968	4	484	8	5	3753.55
224	orthogroup_995	2	10	9	3	0.0
225	orthogroup_1014	6	74	9	5	4108.7
225	orthogroup_1024	7	449	9	3	343.0
225	orthogroup_1038	1	288	9	3	75.0
225	orthogroup_1040	1	201	8	3	208.33333333333334
225	orthogroup_105	8	498	9	5	0.2
225	orthogroup_1124	4	214	9	3	7396.0
225	orthogroup_1158	1	231	9	4	991.5833333333334
225	orthogroup_1158	5	559	9	3	0.0
225	orthogroup_1177	1	225	10	4	6174.895833333333
225	orthogroup_1181	1	146	10	3	1274.3333333333333
225	orthogroup_119	1	133	8	5	266.175
225	orthogroup_1208	1	114	9	3	240.33333333333334
225	orthogroup_1267	10	370	9	3	5.333333333333333
225	orthogroup_1271	1	69	10	6	0.0
225	orthogroup_1271	14	540	10	4	0.08333333333333333
225	orthogroup_1328	1	1	10	3	2242.3333333333335
225	orthogroup_1335	8	445	9	3	133.33333333333334
225	orthogroup_1363	1	41	9	3	284.3333333333333
225	orthogroup_1379	4	263	10	3	20.083333333333332
225	orthogroup_14	1	128	8	4	1824.0
225	orthogroup_1400	1	166	8	3	456.3333333333333
225	orthogroup_1406	1	212	9	5	2558.675
225	orthogroup_1406	3	387	9	3	661.0
225	orthogroup_1408	6	217	9	4	1918.3958333333333
225	orthogroup_1435	1	219	8	5	10546.3
225	orthogroup_1445	6	70	9	3	10.333333333333334
225	orthogroup_145	6	81	8	3	363.0
225	orthogroup_1453	6	500	8	3	5432.333333333333
225	orthogroup_1557	11	230	8	5	683.675
225	orthogroup_1627	1	174	9	3	5461.333333333333
225	orthogroup_1627	5	181	9	4	3960.3333333333335
225	orthogroup_1636	1	338	10	3	9354.333333333334
225	orthogroup_1636	5	489	10	3	58.583333333333336
225	orthogroup_1733	6	498	9	3	19.0
225	orthogroup_1742	2	167	9	3	646.3333333333334
225	orthogroup_1742	3	247	9	3	1024.0
225	orthogroup_1784	1	65	8	3	2666.3333333333335
225	orthogroup_1811	1	151	8	6	1493.3
225	orthogroup_1811	4	247	8	5	2313.5
225	orthogroup_1811	5	594	8	5	507.7
225	orthogroup_1831	3	182	8	3	1352.25
225	orthogroup_1831	4	510	8	3	1364.3333333333333
225	orthogroup_1831	10	657	8	4	1806.25
225	orthogroup_2	1	67	9	3	1106.5833333333333
225	orthogroup_2	3	136	9	4	2556.25
225	orthogroup_203	2	6	9	3	0.0
225	orthogroup_204	8	521	8	3	343.0
