permutation	orthogroup	tmd_index	species_total	species_with_feature	variance
196	orthogroup_159	6	8	4	176.333333
196	orthogroup_105	1	9	3	599.083333
196	orthogroup_329	7	9	3	1940.333333
196	orthogroup_1453	1	8	3	12672.333333
196	orthogroup_1742	2	9	3	706.333333
196	orthogroup_548	4	9	5	11.700000
196	orthogroup_159	7	8	3	0.000000
196	orthogroup_22	6	8	3	180.750000
196	orthogroup_331	1	8	3	292.000000
196	orthogroup_1645	1	8	3	1.083333
196	orthogroup_1808	1	8	3	1057.333333
196	orthogroup_968	1	8	3	9700.000000
196	orthogroup_834	2	8	3	27.250000
196	orthogroup_1557	8	8	3	49.000000
196	orthogroup_1808	4	8	5	4431.700000
196	orthogroup_1538	1	9	4	45.583333
196	orthogroup_548	6	9	3	170.333333
196	orthogroup_244	1	9	3	26.083333
196	orthogroup_415	1	9	3	1.000000
196	orthogroup_1362	1	9	3	0.000000
196	orthogroup_1313	1	9	3	76.000000
196	orthogroup_1799	9	9	3	19.000000
196	orthogroup_65	4	9	6	121762.266667
196	orthogroup_1554	2	8	4	71.750000
196	orthogroup_329	12	9	4	4820.250000
196	orthogroup_7	7	9	3	4756.333333
197	orthogroup_14	3	8	5	15.800000
197	orthogroup_1811	9	8	3	256.583333
197	orthogroup_1799	11	9	3	57.000000
197	orthogroup_1554	1	8	3	1.583333
197	orthogroup_1124	2	9	4	227.000000
197	orthogroup_1663	1	9	3	33.333333
197	orthogroup_1831	2	8	3	420.333333
197	orthogroup_371	2	9	4	77.583333
197	orthogroup_2	2	9	6	667.366667
197	orthogroup_1406	1	9	3	33.333333
197	orthogroup_1379	6	10	3	2.333333
197	orthogroup_1379	9	10	3	53.083333
197	orthogroup_554	6	9	4	63.583333
197	orthogroup_1811	1	8	3	36.333333
197	orthogroup_76	1	8	3	48.000000
197	orthogroup_1038	5	9	3	309.083333
197	orthogroup_2	1	9	4	2662.000000
197	orthogroup_784	8	9	3	200.333333
197	orthogroup_870	2	9	3	20.333333
197	orthogroup_1811	13	8	4	8879.395833
197	orthogroup_1636	6	10	5	938.200000
197	orthogroup_1811	3	8	4	1130.895833
197	orthogroup_900	12	9	3	6784.750000
197	orthogroup_1410	4	9	3	0.000000
197	orthogroup_1462	1	9	3	154.333333
197	orthogroup_938	10	8	4	118.000000
197	orthogroup_204	1	8	4	1559.000000
197	orthogroup_1453	1	8	4	31905.333333
197	orthogroup_96	5	9	4	140.250000
197	orthogroup_1363	2	9	3	85.333333
197	orthogroup_1462	3	9	4	96.333333
197	orthogroup_1406	6	9	3	884.333333
197	orthogroup_1742	2	9	4	3505.229167
197	orthogroup_1645	1	8	4	0.729167
197	orthogroup_1808	1	8	4	25259.333333
197	orthogroup_968	1	8	3	20551.000000
197	orthogroup_834	2	8	3	0.333333
197	orthogroup_1335	1	9	6	11566.166667
197	orthogroup_1208	1	9	3	772.333333
197	orthogroup_1808	4	8	4	2896.916667
197	orthogroup_1538	1	9	3	344.333333
197	orthogroup_548	6	9	3	91.000000
197	orthogroup_1636	1	10	3	0.083333
197	orthogroup_618	3	9	3	97.333333
197	orthogroup_1645	3	8	3	4.333333
197	orthogroup_1742	3	9	3	6.583333
197	orthogroup_119	1	8	3	160.333333
197	orthogroup_96	1	9	3	15.250000
197	orthogroup_65	4	9	6	144348.566667
197	orthogroup_1554	2	8	3	70.333333
197	orthogroup_741	3	9	3	15489.333333
197	orthogroup_1524	1	9	3	408.333333
197	orthogroup_371	3	9	3	102.583333
198	orthogroup_260	3	8	3	103.000000
198	orthogroup_1619	2	9	4	68.062500
198	orthogroup_159	3	8	3	0.250000
198	orthogroup_2	2	9	3	70.333333
198	orthogroup_582	12	8	3	5413.000000
198	orthogroup_22	1	8	3	277.333333
198	orthogroup_1038	5	9	3	39050.083333
198	orthogroup_2	1	9	7	3988.750000
198	orthogroup_1024	2	9	3	0.583333
198	orthogroup_1799	2	9	3	112.000000
198	orthogroup_548	1	9	5	21.700000
198	orthogroup_1636	6	10	5	3219.825000
198	orthogroup_454	2	9	3	3099.000000
198	orthogroup_489	1	9	3	115.083333
198	orthogroup_1014	5	9	3	24.333333
198	orthogroup_1811	2	8	3	136.750000
198	orthogroup_1462	1	9	3	111.000000
198	orthogroup_1408	1	9	3	0.000000
198	orthogroup_76	5	8	3	25.000000
198	orthogroup_279	2	9	3	0.333333
198	orthogroup_145	6	8	3	42.333333
198	orthogroup_864	2	9	3	19.000000
198	orthogroup_1811	4	8	3	125.083333
198	orthogroup_1799	6	9	3	7.000000
198	orthogroup_719	5	9	3	6.333333
198	orthogroup_1406	6	9	5	8592.200000
198	orthogroup_1645	1	8	3	0.250000
198	orthogroup_244	12	9	3	21.333333
198	orthogroup_1335	1	9	3	27015.750000
198	orthogroup_799	1	10	4	17284.916667
198	orthogroup_687	1	9	3	163.583333
198	orthogroup_1808	4	8	3	19911.583333
198	orthogroup_1538	1	9	3	0.000000
198	orthogroup_834	1	8	3	47.250000
198	orthogroup_1811	8	8	3	113.250000
198	orthogroup_1636	1	10	3	379.750000
198	orthogroup_244	1	9	4	5.895833
198	orthogroup_1208	3	9	3	191.583333
198	orthogroup_119	1	8	3	33.083333
198	orthogroup_968	2	8	4	459.062500
198	orthogroup_65	4	9	4	51717.562500
198	orthogroup_329	12	9	3	1240.333333
198	orthogroup_329	2	9	3	100.333333
199	orthogroup_1379	7	10	4	323.062500
199	orthogroup_119	3	8	3	894.333333
199	orthogroup_1554	1	8	3	2.333333
199	orthogroup_1040	5	8	3	2.333333
199	orthogroup_159	13	8	4	125.062500
199	orthogroup_1619	2	9	3	0.333333
199	orthogroup_1243	12	8	3	793.000000
199	orthogroup_2	2	9	3	221.083333
199	orthogroup_1406	1	9	6	179.266667
199	orthogroup_1557	4	8	3	0.333333
199	orthogroup_582	12	8	3	3675.000000
199	orthogroup_554	6	9	3	73.000000
199	orthogroup_1636	4	10	5	11.300000
199	orthogroup_2	1	9	3	8455.083333
199	orthogroup_687	6	9	3	40.333333
199	orthogroup_784	8	9	3	408.333333
199	orthogroup_145	2	8	4	100.000000
199	orthogroup_1636	3	10	4	92.250000
199	orthogroup_36	1	8	3	19.000000
199	orthogroup_300	10	8	3	36.750000
199	orthogroup_548	1	9	6	107.766667
199	orthogroup_1811	13	8	6	7334.041667
199	orthogroup_1636	6	10	7	8006.369048
199	orthogroup_582	4	8	3	52.333333
199	orthogroup_588	4	8	3	208.333333
199	orthogroup_1309	7	8	3	10.083333
199	orthogroup_76	5	8	3	33.333333
199	orthogroup_204	1	8	3	8566.333333
199	orthogroup_551	4	9	3	0.000000
199	orthogroup_1453	1	8	4	14116.666667
199	orthogroup_759	6	9	3	65.333333
199	orthogroup_870	6	9	3	120.333333
199	orthogroup_772	2	9	3	4.083333
199	orthogroup_548	5	9	5	29.825000
199	orthogroup_1406	6	9	4	745.000000
199	orthogroup_1177	3	10	3	48.000000
199	orthogroup_554	1	9	4	143.895833
199	orthogroup_772	4	9	3	66.083333
199	orthogroup_1024	7	9	4	11928.062500
199	orthogroup_1481	1	9	3	90.750000
199	orthogroup_968	1	8	3	184.333333
199	orthogroup_1335	1	9	4	37376.250000
199	orthogroup_1208	1	9	3	3502.333333
199	orthogroup_687	1	9	4	159.229167
199	orthogroup_1808	4	8	4	8759.229167
199	orthogroup_1804	5	8	3	1.333333
199	orthogroup_548	6	9	3	54.333333
199	orthogroup_1636	1	10	5	349.300000
199	orthogroup_244	1	9	3	59.250000
199	orthogroup_1742	3	9	3	177.333333
199	orthogroup_759	9	9	4	129.666667
199	orthogroup_1267	9	9	3	0.333333
199	orthogroup_119	1	8	3	296.333333
199	orthogroup_1627	12	9	4	1.729167
199	orthogroup_1811	7	8	3	36.750000
199	orthogroup_1158	5	9	5	11407.200000
199	orthogroup_1307	3	8	3	102.333333
199	orthogroup_96	1	9	3	357.250000
199	orthogroup_65	4	9	4	107484.395833
199	orthogroup_1554	2	8	3	204.250000
199	orthogroup_159	1	8	4	30.062500
199	orthogroup_105	6	9	3	0.750000
199	orthogroup_329	12	9	3	2324.333333
199	orthogroup_1208	5	9	3	5510.333333
199	orthogroup_7	7	9	3	252.333333
200	orthogroup_759	1	9	3	2.333333
200	orthogroup_1811	9	8	3	7.583333
200	orthogroup_870	1	9	3	0.000000
200	orthogroup_790	6	9	3	341.333333
200	orthogroup_159	13	8	5	77.800000
200	orthogroup_1554	4	8	4	162.000000
200	orthogroup_136	1	9	3	372.000000
200	orthogroup_2	2	9	3	185.250000
200	orthogroup_1557	4	8	3	0.250000
200	orthogroup_1154	3	9	4	3.000000
200	orthogroup_1379	9	10	3	4.333333
200	orthogroup_300	8	8	3	161.333333
200	orthogroup_159	12	8	3	0.333333
200	orthogroup_1619	1	9	3	0.333333
200	orthogroup_1804	1	8	4	371.666667
200	orthogroup_22	1	8	4	1842.916667
200	orthogroup_1733	5	9	3	7.000000
200	orthogroup_1038	5	9	3	24697.333333
200	orthogroup_2	1	9	3	4290.333333
200	orthogroup_971	3	8	3	262.333333
200	orthogroup_1379	8	10	3	196.333333
200	orthogroup_329	6	9	3	1161.333333
200	orthogroup_300	10	8	4	6.250000
200	orthogroup_548	1	9	4	3.666667
200	orthogroup_1811	13	8	5	5787.675000
200	orthogroup_1636	6	10	4	3640.916667
200	orthogroup_1811	3	8	3	1010.583333
200	orthogroup_824	6	10	3	6694.333333
200	orthogroup_1335	11	9	3	1566.333333
200	orthogroup_76	5	8	3	110.250000
200	orthogroup_204	1	8	5	3861.050000
200	orthogroup_1453	1	8	6	20929.900000
200	orthogroup_1406	6	9	5	6036.200000
200	orthogroup_548	4	9	5	3.950000
200	orthogroup_618	1	9	3	794.333333
200	orthogroup_1408	5	9	3	124.000000
200	orthogroup_1808	4	8	4	6366.916667
200	orthogroup_834	1	8	3	365.083333
200	orthogroup_1636	1	10	3	769.000000
200	orthogroup_354	5	9	3	114.333333
200	orthogroup_923	1	10	3	75.000000
200	orthogroup_371	1	9	4	6.250000
200	orthogroup_119	1	8	5	6.300000
200	orthogroup_156	4	8	3	0.333333
200	orthogroup_1804	7	8	3	0.250000
200	orthogroup_1158	5	9	3	26377.000000
200	orthogroup_1642	3	8	3	266.083333
200	orthogroup_1462	9	9	3	39.000000
200	orthogroup_96	1	9	4	137.000000
200	orthogroup_65	4	9	6	95057.775000
200	orthogroup_741	3	9	3	10371.000000
201	orthogroup_119	3	8	3	96.333333
201	orthogroup_1124	2	9	4	548.666667
201	orthogroup_1243	12	8	3	444.000000
201	orthogroup_1831	2	8	5	1968.200000
201	orthogroup_1557	1	8	3	679.000000
201	orthogroup_2	2	9	6	366.775000
201	orthogroup_1379	6	10	3	14.083333
201	orthogroup_1154	3	9	3	0.333333
201	orthogroup_554	6	9	4	78.229167
201	orthogroup_1811	1	8	3	129.083333
201	orthogroup_2	1	9	3	8321.583333
201	orthogroup_1024	2	9	3	91.000000
201	orthogroup_1696	3	9	3	0.000000
201	orthogroup_300	10	8	3	44.333333
201	orthogroup_1811	13	8	5	7732.700000
201	orthogroup_1636	6	10	5	8085.800000
201	orthogroup_1363	1	9	3	21.583333
201	orthogroup_1406	2	9	3	368.083333
201	orthogroup_900	12	9	3	6550.750000
201	orthogroup_104	10	8	3	127.000000
201	orthogroup_329	7	9	4	3044.666667
201	orthogroup_1453	1	8	5	4210.700000
201	orthogroup_548	5	9	3	0.083333
201	orthogroup_1406	6	9	3	8749.000000
201	orthogroup_387	1	8	4	529.666667
201	orthogroup_582	7	8	3	1059.250000
201	orthogroup_554	1	9	4	19.000000
201	orthogroup_1408	2	9	4	16.000000
201	orthogroup_1808	1	8	4	17849.229167
201	orthogroup_968	1	8	4	19741.562500
201	orthogroup_1335	1	9	3	26306.333333
201	orthogroup_1808	4	8	3	35627.583333
201	orthogroup_1379	3	10	3	27.000000
201	orthogroup_1309	12	8	3	0.000000
201	orthogroup_1208	3	9	3	96.333333
201	orthogroup_119	1	8	3	214.750000
201	orthogroup_96	8	9	4	1.000000
201	orthogroup_1627	12	9	3	1.000000
201	orthogroup_1462	9	9	3	58.333333
201	orthogroup_65	4	9	3	307025.333333
201	orthogroup_329	12	9	3	3017.333333
201	orthogroup_371	3	9	3	77.583333
201	orthogroup_156	3	8	3	22.750000
202	orthogroup_980	1	8	3	1245.083333
202	orthogroup_1554	1	8	3	59.083333
202	orthogroup_159	13	8	4	62.895833
202	orthogroup_1208	4	9	3	4617.000000
202	orthogroup_1335	7	9	3	43.000000
202	orthogroup_2	2	9	3	168.083333
202	orthogroup_1406	1	9	4	165.562500
202	orthogroup_1557	4	8	3	19.000000
202	orthogroup_554	6	9	3	46.083333
202	orthogroup_76	1	8	3	0.000000
202	orthogroup_1309	5	8	4	0.000000
202	orthogroup_2	1	9	5	2589.300000
202	orthogroup_515	1	9	3	259.000000
202	orthogroup_1811	13	8	3	4314.333333
202	orthogroup_1636	6	10	6	9975.500000
202	orthogroup_703	5	9	3	1.000000
202	orthogroup_489	1	9	3	10.583333
202	orthogroup_2	3	9	3	403.000000
202	orthogroup_900	12	9	3	5129.333333
202	orthogroup_329	5	9	3	1.333333
202	orthogroup_1243	6	8	3	209.333333
202	orthogroup_1811	5	8	3	109.000000
202	orthogroup_204	1	8	5	2391.300000
202	orthogroup_1453	1	8	5	17709.200000
202	orthogroup_548	5	9	3	0.333333
202	orthogroup_65	1	9	3	61.000000
202	orthogroup_548	4	9	3	16.333333
202	orthogroup_1808	1	8	3	32869.333333
202	orthogroup_968	1	8	3	26145.333333
202	orthogroup_244	12	9	3	0.000000
202	orthogroup_1335	1	9	4	40559.895833
202	orthogroup_1769	4	9	3	0.000000
202	orthogroup_1808	4	8	3	12890.333333
202	orthogroup_204	5	8	3	37.000000
202	orthogroup_1742	1	9	3	20.333333
202	orthogroup_387	13	8	3	721.000000
202	orthogroup_548	6	9	3	51.583333
202	orthogroup_834	4	8	3	0.000000
202	orthogroup_156	1	8	4	93.729167
202	orthogroup_156	4	8	3	85.333333
202	orthogroup_554	5	9	4	308.395833
202	orthogroup_80	4	9	3	516.000000
202	orthogroup_582	1	8	3	102.333333
202	orthogroup_65	4	9	5	203463.800000
202	orthogroup_1554	2	8	3	86.333333
202	orthogroup_338	2	10	3	70.333333
202	orthogroup_105	6	9	3	50.583333
202	orthogroup_329	12	9	4	7725.583333
202	orthogroup_1225	1	9	3	6.083333
202	orthogroup_1208	5	9	3	5161.333333
203	orthogroup_1379	7	10	3	481.333333
203	orthogroup_119	3	8	3	346.750000
203	orthogroup_759	1	9	4	156.250000
203	orthogroup_346	2	9	3	5.333333
203	orthogroup_790	6	9	4	9996.229167
203	orthogroup_1243	12	8	3	405.333333
203	orthogroup_2	2	9	3	485.333333
203	orthogroup_1435	6	8	5	1639.700000
203	orthogroup_1154	3	9	4	6.916667
203	orthogroup_1307	4	8	3	0.333333
203	orthogroup_554	6	9	3	1.583333
203	orthogroup_1663	13	9	3	0.333333
203	orthogroup_2	1	9	3	1345.333333
203	orthogroup_515	1	9	3	408.333333
203	orthogroup_233	1	8	5	0.000000
203	orthogroup_145	2	8	3	120.333333
203	orthogroup_548	1	9	4	37.583333
203	orthogroup_1811	13	8	6	9831.466667
203	orthogroup_1636	6	10	5	6975.200000
203	orthogroup_1406	2	9	3	776.083333
203	orthogroup_900	12	9	3	3506.333333
203	orthogroup_1457	1	10	3	1344.000000
203	orthogroup_145	4	8	3	102.083333
203	orthogroup_454	1	9	3	4599.083333
203	orthogroup_1462	1	9	3	21.333333
203	orthogroup_1363	3	9	3	5.333333
203	orthogroup_588	6	8	3	0.000000
203	orthogroup_1408	1	9	3	770.083333
203	orthogroup_204	1	8	3	5259.000000
203	orthogroup_551	4	9	3	0.333333
203	orthogroup_1453	1	8	4	20842.729167
203	orthogroup_279	2	9	3	28.000000
203	orthogroup_540	1	9	4	0.062500
203	orthogroup_1110	4	8	3	290.333333
203	orthogroup_772	2	9	3	1.000000
203	orthogroup_1811	4	8	3	1580.583333
203	orthogroup_548	5	9	6	40.666667
203	orthogroup_1406	6	9	4	3478.062500
203	orthogroup_387	1	8	3	12.000000
203	orthogroup_1042	4	9	3	70.333333
203	orthogroup_548	4	9	4	14.395833
203	orthogroup_1645	1	8	3	184.333333
203	orthogroup_1024	7	9	3	14634.250000
203	orthogroup_1808	1	8	4	24090.000000
203	orthogroup_968	1	8	6	17198.166667
203	orthogroup_1335	1	9	3	3550.333333
203	orthogroup_799	1	10	3	22370.250000
203	orthogroup_1538	1	9	4	305.229167
203	orthogroup_1804	5	8	3	133.333333
203	orthogroup_244	11	9	3	7.000000
203	orthogroup_1309	12	8	3	0.000000
203	orthogroup_1636	1	10	4	0.062500
203	orthogroup_139	1	9	4	768.916667
203	orthogroup_279	5	9	3	1.000000
203	orthogroup_119	1	8	3	217.000000
203	orthogroup_1158	5	9	4	22484.666667
203	orthogroup_65	4	9	3	90061.083333
203	orthogroup_1554	2	8	3	157.750000
203	orthogroup_329	12	9	3	1764.333333
203	orthogroup_1524	1	9	3	193.083333
203	orthogroup_1208	5	9	3	1527.750000
203	orthogroup_371	3	9	3	65.333333
204	orthogroup_689	2	8	3	133.333333
204	orthogroup_934	1	8	4	40.062500
204	orthogroup_1644	2	9	3	94.083333
204	orthogroup_980	1	8	3	33.333333
204	orthogroup_1811	9	8	4	2.229167
204	orthogroup_870	1	9	3	621.750000
204	orthogroup_231	2	8	3	1.000000
204	orthogroup_1554	4	8	3	25.583333
204	orthogroup_1831	2	8	4	938.062500
204	orthogroup_371	2	9	4	76.729167
204	orthogroup_2	2	9	3	363.000000
204	orthogroup_1379	6	10	4	0.083333
204	orthogroup_1557	4	8	3	108.000000
204	orthogroup_14	2	8	4	12.250000
204	orthogroup_626	1	9	4	4.250000
204	orthogroup_1307	4	8	3	39.083333
204	orthogroup_1309	5	8	3	0.750000
204	orthogroup_1733	5	9	3	27.750000
204	orthogroup_2	1	9	3	4170.250000
204	orthogroup_1024	2	9	3	0.000000
204	orthogroup_1519	8	10	3	161.333333
204	orthogroup_1831	4	8	3	30.333333
204	orthogroup_329	6	9	5	684.325000
204	orthogroup_300	10	8	3	40.333333
204	orthogroup_548	1	9	4	136.333333
204	orthogroup_1811	13	8	7	9421.952381
204	orthogroup_1636	6	10	6	5656.466667
204	orthogroup_1363	1	9	3	161.333333
204	orthogroup_900	12	9	3	5992.583333
204	orthogroup_1014	5	9	3	88.083333
204	orthogroup_824	6	10	3	9458.583333
204	orthogroup_204	1	8	3	12177.333333
204	orthogroup_329	7	9	3	884.333333
204	orthogroup_1453	1	8	3	61210.333333
204	orthogroup_96	5	9	4	122.916667
204	orthogroup_548	5	9	4	30.416667
204	orthogroup_1804	6	8	3	244.000000
204	orthogroup_687	1	9	3	156.333333
204	orthogroup_1808	4	8	3	18384.333333
204	orthogroup_1181	6	10	3	1304.333333
204	orthogroup_1644	1	9	3	110.583333
204	orthogroup_1557	10	8	3	37.333333
204	orthogroup_1158	5	9	3	25947.000000
204	orthogroup_1443	1	8	3	234.333333
204	orthogroup_582	1	8	3	363.000000
204	orthogroup_65	4	9	6	126385.841667
204	orthogroup_1554	2	8	3	133.000000
204	orthogroup_609	7	9	3	0.000000
204	orthogroup_329	12	9	3	1102.333333
204	orthogroup_1074	1	9	3	330.583333
204	orthogroup_1208	5	9	4	4734.729167
205	orthogroup_1379	7	10	3	341.333333
205	orthogroup_980	1	8	4	941.666667
205	orthogroup_1439	6	9	3	147.000000
205	orthogroup_790	6	9	5	2717.800000
205	orthogroup_565	17	8	3	130.083333
205	orthogroup_159	3	8	3	0.583333
205	orthogroup_2	2	9	5	80.500000
205	orthogroup_1225	3	9	3	343.000000
205	orthogroup_1435	6	8	3	530.333333
205	orthogroup_1154	3	9	3	0.333333
205	orthogroup_554	6	9	3	0.333333
205	orthogroup_687	6	9	3	0.083333
205	orthogroup_22	4	8	3	96.333333
205	orthogroup_1074	5	9	3	1.333333
205	orthogroup_329	6	9	3	3104.333333
205	orthogroup_1811	13	8	6	9341.366667
205	orthogroup_1636	6	10	3	276.333333
205	orthogroup_900	12	9	4	4062.000000
205	orthogroup_46	1	10	3	676.000000
205	orthogroup_1663	4	9	3	243.000000
205	orthogroup_588	6	8	4	103.583333
205	orthogroup_204	1	8	3	7625.333333
205	orthogroup_772	2	9	4	2.000000
205	orthogroup_1811	4	8	3	2997.000000
205	orthogroup_1406	6	9	3	4426.333333
205	orthogroup_1379	1	10	3	464.333333
205	orthogroup_1742	2	9	3	2872.333333
205	orthogroup_81	1	10	3	156.333333
205	orthogroup_554	1	9	5	1211.075000
205	orthogroup_1307	12	8	3	0.000000
205	orthogroup_1024	7	9	3	1633.083333
205	orthogroup_1808	1	8	3	29266.333333
205	orthogroup_968	1	8	5	25392.700000
205	orthogroup_834	2	8	3	42.750000
205	orthogroup_1335	1	9	5	1939.700000
205	orthogroup_799	1	10	4	6521.583333
205	orthogroup_1808	4	8	3	5456.333333
205	orthogroup_1363	6	9	3	147.000000
205	orthogroup_834	1	8	3	49.083333
205	orthogroup_244	1	9	3	97.333333
205	orthogroup_1557	10	8	3	48.000000
205	orthogroup_415	1	9	3	105.083333
205	orthogroup_371	1	9	3	58.333333
205	orthogroup_156	4	8	3	0.083333
205	orthogroup_1627	12	9	3	1.333333
205	orthogroup_1158	5	9	3	30140.333333
205	orthogroup_96	11	9	4	208.250000
205	orthogroup_1811	10	8	3	6.750000
205	orthogroup_65	4	9	5	103005.000000
205	orthogroup_1243	10	8	3	73.083333
205	orthogroup_1074	1	9	3	589.000000
205	orthogroup_1225	1	9	3	0.333333
206	orthogroup_1177	6	10	3	1518.083333
206	orthogroup_618	4	9	3	0.083333
206	orthogroup_1554	1	8	4	44.666667
206	orthogroup_1124	2	9	3	333.000000
206	orthogroup_565	17	8	3	0.333333
206	orthogroup_159	13	8	3	252.000000
206	orthogroup_2	2	9	3	585.583333
206	orthogroup_1557	4	8	3	0.083333
206	orthogroup_1154	3	9	3	0.000000
206	orthogroup_159	12	8	3	0.333333
206	orthogroup_1619	1	9	4	0.000000
206	orthogroup_2	1	9	3	500.333333
206	orthogroup_1554	6	8	3	12.000000
206	orthogroup_1014	3	9	3	3.250000
206	orthogroup_1811	13	8	7	6030.369048
206	orthogroup_1636	6	10	3	4112.333333
206	orthogroup_1619	3	9	4	30.000000
206	orthogroup_46	1	10	3	357.333333
206	orthogroup_454	1	9	3	364.000000
206	orthogroup_582	6	8	3	91.000000
206	orthogroup_76	5	8	3	0.000000
206	orthogroup_204	1	8	5	288.000000
206	orthogroup_1831	8	8	3	2162.333333
206	orthogroup_531	6	9	3	185.333333
206	orthogroup_145	3	8	4	0.250000
206	orthogroup_1453	1	8	5	19036.325000
206	orthogroup_96	5	9	3	5.250000
206	orthogroup_1627	9	9	3	13.000000
206	orthogroup_1294	2	8	3	457.333333
206	orthogroup_548	5	9	4	0.416667
206	orthogroup_1457	5	10	4	25.666667
206	orthogroup_1267	8	9	3	49.333333
206	orthogroup_554	1	9	4	99.000000
206	orthogroup_1307	12	8	4	78.250000
206	orthogroup_1808	1	8	3	41222.333333
206	orthogroup_968	1	8	3	261.333333
206	orthogroup_834	2	8	3	35.083333
206	orthogroup_1335	1	9	5	2777.200000
206	orthogroup_80	3	9	3	146.583333
206	orthogroup_687	1	9	3	212.583333
206	orthogroup_1243	9	8	3	134.333333
206	orthogroup_1808	4	8	3	7891.000000
206	orthogroup_329	11	9	3	108.000000
206	orthogroup_1181	6	10	3	3449.083333
206	orthogroup_244	1	9	3	13.083333
206	orthogroup_790	5	9	3	40.333333
206	orthogroup_1313	1	9	3	310.333333
206	orthogroup_233	8	8	3	0.250000
206	orthogroup_618	2	9	3	3072.000000
206	orthogroup_1307	3	8	3	91.000000
206	orthogroup_1462	9	9	3	102.333333
206	orthogroup_1554	2	8	4	81.895833
206	orthogroup_741	3	9	3	6946.333333
206	orthogroup_1443	4	8	4	72.395833
206	orthogroup_371	3	9	3	8.333333
207	orthogroup_759	1	9	3	116.333333
207	orthogroup_1811	9	8	3	3.083333
207	orthogroup_790	6	9	3	10962.333333
207	orthogroup_159	13	8	4	60.395833
207	orthogroup_1619	2	9	4	67.666667
207	orthogroup_1208	4	9	3	814.333333
207	orthogroup_1554	4	8	3	132.333333
207	orthogroup_1379	6	10	3	0.083333
207	orthogroup_1038	5	9	3	3730.333333
207	orthogroup_2	1	9	6	1342.566667
207	orthogroup_1024	2	9	4	0.895833
207	orthogroup_1831	4	8	3	46.083333
207	orthogroup_1384	6	10	3	250.333333
207	orthogroup_145	2	8	3	0.000000
207	orthogroup_1267	5	9	3	16.333333
207	orthogroup_548	1	9	4	146.062500
207	orthogroup_1811	13	8	6	6486.700000
207	orthogroup_1769	8	9	3	3.000000
207	orthogroup_1636	6	10	5	7178.300000
207	orthogroup_244	6	9	3	180.250000
207	orthogroup_588	4	8	3	208.333333
207	orthogroup_1811	3	8	3	1376.083333
207	orthogroup_1311	1	9	3	2297.333333
207	orthogroup_105	2	9	3	1976.333333
207	orthogroup_156	9	8	3	42.250000
207	orthogroup_145	4	8	3	11.083333
207	orthogroup_1453	1	8	5	57686.550000
207	orthogroup_1811	4	8	4	1657.666667
207	orthogroup_609	1	9	4	254.916667
207	orthogroup_303	8	9	3	196.333333
207	orthogroup_548	4	9	3	3.000000
207	orthogroup_554	1	9	3	327.000000
207	orthogroup_618	1	9	3	2874.250000
207	orthogroup_22	6	8	3	92.333333
207	orthogroup_1335	1	9	4	6446.062500
207	orthogroup_687	1	9	3	139.750000
207	orthogroup_1538	1	9	4	167.062500
207	orthogroup_1799	7	9	3	25.333333
207	orthogroup_1124	1	9	3	417.000000
207	orthogroup_1663	10	9	3	8.333333
207	orthogroup_119	1	8	3	92.333333
207	orthogroup_387	5	8	3	52.333333
207	orthogroup_1799	9	9	3	23.250000
207	orthogroup_938	2	8	3	136.750000
207	orthogroup_554	5	9	3	206.333333
207	orthogroup_80	4	9	3	733.000000
207	orthogroup_65	4	9	5	61355.300000
207	orthogroup_1554	2	8	3	21.333333
208	orthogroup_119	3	8	3	954.333333
208	orthogroup_14	3	8	3	5.333333
208	orthogroup_1636	2	10	3	453.000000
208	orthogroup_1554	1	8	3	91.000000
208	orthogroup_1124	2	9	3	444.000000
208	orthogroup_1408	8	9	3	0.333333
208	orthogroup_1208	4	9	3	148.000000
208	orthogroup_1243	12	8	3	1496.333333
208	orthogroup_204	8	8	3	193.000000
208	orthogroup_2	2	9	5	253.825000
208	orthogroup_971	4	8	3	0.333333
208	orthogroup_1406	1	9	3	310.333333
208	orthogroup_1154	3	9	4	4.000000
208	orthogroup_554	6	9	3	66.083333
208	orthogroup_2	1	9	4	4947.895833
208	orthogroup_1636	3	10	3	95.083333
208	orthogroup_1811	13	8	6	4153.766667
208	orthogroup_1636	6	10	5	298.425000
208	orthogroup_1014	5	9	3	0.333333
208	orthogroup_1462	1	9	3	0.250000
208	orthogroup_1663	4	9	3	259.000000
208	orthogroup_204	1	8	3	48.000000
208	orthogroup_551	4	9	3	21.333333
208	orthogroup_1453	1	8	4	2746.916667
208	orthogroup_96	5	9	3	0.333333
208	orthogroup_772	2	9	4	3.562500
208	orthogroup_946	11	8	4	8645.666667
208	orthogroup_1742	2	9	3	2324.333333
208	orthogroup_1804	6	8	3	223.000000
208	orthogroup_554	1	9	3	1835.083333
208	orthogroup_565	1	8	3	351.000000
208	orthogroup_1024	7	9	4	1848.916667
208	orthogroup_1808	1	8	3	23803.000000
208	orthogroup_968	1	8	4	16846.916667
208	orthogroup_1335	1	9	3	8467.583333
208	orthogroup_687	1	9	3	157.750000
208	orthogroup_1243	9	8	3	127.000000
208	orthogroup_1808	4	8	4	1054.562500
208	orthogroup_415	1	9	3	7.583333
208	orthogroup_1742	3	9	3	974.333333
208	orthogroup_119	1	8	6	147.575000
208	orthogroup_1435	1	8	5	54.575000
