permutation	orthogroup	tmd_index	species_total	species_with_feature	variance
30	orthogroup_548	5	9	4	8.250000
30	orthogroup_687	3	9	3	12.333333
30	orthogroup_1627	12	9	4	254.062500
30	orthogroup_1811	5	8	4	35.395833
30	orthogroup_2	2	9	4	600.895833
30	orthogroup_371	4	9	3	53.583333
30	orthogroup_2	1	9	5	2852.200000
30	orthogroup_1379	2	10	3	340.583333
30	orthogroup_548	6	9	3	0.083333
31	orthogroup_36	2	8	3	40.333333
31	orthogroup_1406	6	9	6	2149.866667
31	orthogroup_159	13	8	3	17.333333
31	orthogroup_329	12	9	6	1288.266667
31	orthogroup_1811	9	8	3	29.250000
31	orthogroup_2	3	9	6	1397.366667
31	orthogroup_682	4	8	3	70.333333
31	orthogroup_1808	1	8	4	15777.895833
31	orthogroup_582	6	8	3	2256.250000
31	orthogroup_1779	4	8	3	633.000000
31	orthogroup_1636	2	10	5	426.300000
31	orthogroup_1435	6	8	3	432.000000
31	orthogroup_1538	1	9	3	69.750000
31	orthogroup_968	1	8	4	25221.229167
31	orthogroup_279	5	9	4	49.562500
31	orthogroup_554	1	9	3	385.333333
31	orthogroup_834	2	8	4	23.583333
31	orthogroup_1554	3	8	3	65.333333
31	orthogroup_1453	11	8	3	2692.000000
31	orthogroup_1453	1	8	4	39989.395833
31	orthogroup_1408	1	9	3	200.083333
31	orthogroup_1158	5	9	3	11282.250000
31	orthogroup_1636	6	10	6	6242.966667
31	orthogroup_968	2	8	3	2382.333333
31	orthogroup_980	3	8	3	0.000000
31	orthogroup_1808	4	8	3	1600.083333
31	orthogroup_1831	7	8	3	192.000000
31	orthogroup_36	4	8	4	22.000000
31	orthogroup_204	2	8	4	62.916667
31	orthogroup_1804	4	8	3	19.083333
31	orthogroup_1799	10	9	3	4.000000
31	orthogroup_582	12	8	4	634.000000
31	orthogroup_588	6	8	3	126.750000
31	orthogroup_1557	4	8	4	49.500000
31	orthogroup_824	6	10	4	8096.916667
31	orthogroup_136	2	9	3	124.333333
31	orthogroup_799	1	10	3	38011.083333
31	orthogroup_76	6	8	3	286.333333
31	orthogroup_1644	2	9	3	77.583333
31	orthogroup_204	1	8	3	1542.333333
31	orthogroup_65	4	9	5	103747.700000
31	orthogroup_1408	5	9	3	341.333333
31	orthogroup_80	4	9	3	1588.000000
31	orthogroup_244	1	9	5	7.325000
31	orthogroup_1799	2	9	3	36.333333
31	orthogroup_1811	13	8	5	10068.300000
31	orthogroup_1642	3	8	4	248.250000
31	orthogroup_1788	3	8	3	75.000000
31	orthogroup_119	2	8	3	46.333333
31	orthogroup_1307	8	8	4	64.666667
31	orthogroup_1335	1	9	3	1281.333333
31	orthogroup_772	2	9	3	1.000000
31	orthogroup_1462	1	9	3	4.000000
31	orthogroup_1811	5	8	3	114.333333
31	orthogroup_1410	3	9	3	244.000000
31	orthogroup_371	1	9	3	10.083333
31	orthogroup_105	2	9	3	1200.000000
31	orthogroup_104	7	8	3	374.333333
31	orthogroup_554	8	9	3	50.083333
31	orthogroup_371	4	9	3	218.083333
31	orthogroup_100	2	10	3	124.333333
31	orthogroup_554	7	9	4	6.333333
31	orthogroup_1181	6	10	3	4430.083333
31	orthogroup_1059	6	8	3	216.750000
31	orthogroup_233	2	8	3	30.333333
31	orthogroup_1619	1	9	3	2.083333
31	orthogroup_96	5	9	4	69.666667
31	orthogroup_548	6	9	5	345.700000
32	orthogroup_1406	6	9	3	3286.333333
32	orthogroup_156	9	8	4	0.250000
32	orthogroup_329	12	9	3	10732.000000
32	orthogroup_682	4	8	3	203.583333
32	orthogroup_790	6	9	3	600.333333
32	orthogroup_1742	3	9	4	3718.333333
32	orthogroup_759	1	9	3	16.333333
32	orthogroup_582	6	8	3	2163.000000
32	orthogroup_244	6	9	3	49.333333
32	orthogroup_1538	1	9	4	65.583333
32	orthogroup_968	1	8	3	9694.333333
32	orthogroup_260	4	8	3	15.250000
32	orthogroup_1554	1	8	3	97.333333
32	orthogroup_554	1	9	3	121.333333
32	orthogroup_1627	7	9	3	189.083333
32	orthogroup_1074	6	9	3	133.333333
32	orthogroup_1453	1	8	4	18205.895833
32	orthogroup_1462	5	9	3	26.333333
32	orthogroup_1158	5	9	4	19560.250000
32	orthogroup_1636	6	10	6	398.041667
32	orthogroup_968	2	8	3	300.000000
32	orthogroup_354	8	9	3	7.000000
32	orthogroup_1554	2	8	3	158.333333
32	orthogroup_610	3	9	3	3.083333
32	orthogroup_784	8	9	3	152.333333
32	orthogroup_1808	4	8	5	18943.300000
32	orthogroup_36	4	8	3	91.000000
32	orthogroup_1243	12	8	4	666.562500
32	orthogroup_1208	5	9	3	3225.000000
32	orthogroup_799	1	10	3	22969.000000
32	orthogroup_96	9	9	3	331.000000
32	orthogroup_244	11	9	3	0.000000
32	orthogroup_145	2	8	3	0.333333
32	orthogroup_244	1	9	4	6.916667
32	orthogroup_1811	13	8	6	4392.566667
32	orthogroup_119	2	8	4	126.333333
32	orthogroup_145	4	8	3	0.083333
32	orthogroup_1811	5	8	4	135.729167
32	orthogroup_554	5	9	3	102.333333
32	orthogroup_870	2	9	3	50.333333
32	orthogroup_1379	10	10	3	156.083333
32	orthogroup_1014	2	9	3	133.000000
32	orthogroup_540	1	9	3	0.250000
32	orthogroup_2	2	9	4	1325.729167
32	orthogroup_284	4	9	3	859.000000
32	orthogroup_1040	5	8	3	2089.000000
32	orthogroup_2	1	9	3	2585.333333
32	orthogroup_159	1	8	3	46.583333
32	orthogroup_812	1	9	3	44.083333
32	orthogroup_548	6	9	4	179.062500
33	orthogroup_36	2	8	4	30.250000
33	orthogroup_1406	6	9	3	16630.333333
33	orthogroup_329	12	9	3	48.000000
33	orthogroup_1742	3	9	3	910.083333
33	orthogroup_995	5	9	3	450.333333
33	orthogroup_260	4	8	3	18.083333
33	orthogroup_1074	4	9	3	0.583333
33	orthogroup_934	1	8	4	29.333333
33	orthogroup_703	13	9	3	196.000000
33	orthogroup_554	1	9	3	1321.333333
33	orthogroup_1453	1	8	3	8797.000000
33	orthogroup_1024	7	9	3	2898.583333
33	orthogroup_1158	5	9	3	23943.250000
33	orthogroup_1636	6	10	5	7157.700000
33	orthogroup_971	4	8	3	16.333333
33	orthogroup_1038	5	9	3	23134.333333
33	orthogroup_1811	2	8	3	33.333333
33	orthogroup_554	2	9	3	99.250000
33	orthogroup_1808	4	8	4	16216.666667
33	orthogroup_81	6	10	3	297.333333
33	orthogroup_1663	10	9	5	116.300000
33	orthogroup_548	1	9	4	18.000000
33	orthogroup_1208	5	9	3	3078.083333
33	orthogroup_1642	1	8	3	176.333333
33	orthogroup_346	4	9	3	122.333333
33	orthogroup_799	1	10	3	40764.000000
33	orthogroup_96	9	9	3	354.333333
33	orthogroup_204	1	8	3	3033.000000
33	orthogroup_1379	9	10	4	121.583333
33	orthogroup_119	3	8	5	577.550000
33	orthogroup_900	12	9	3	4345.333333
33	orthogroup_65	4	9	6	45963.666667
33	orthogroup_279	1	9	3	85.333333
33	orthogroup_244	1	9	3	0.333333
33	orthogroup_1811	13	8	5	8512.550000
33	orthogroup_329	6	9	3	2641.333333
33	orthogroup_1435	1	8	3	0.250000
33	orthogroup_1811	3	8	4	1489.666667
33	orthogroup_1554	6	8	3	24.333333
33	orthogroup_119	2	8	4	20.229167
33	orthogroup_1335	1	9	3	16515.250000
33	orthogroup_548	5	9	4	52.333333
33	orthogroup_1481	2	9	3	1.333333
33	orthogroup_554	5	9	3	4.750000
33	orthogroup_371	4	9	4	81.062500
33	orthogroup_1742	2	9	5	1932.300000
33	orthogroup_2	1	9	3	3460.750000
33	orthogroup_1307	12	8	4	110.250000
33	orthogroup_141	6	10	3	1055.250000
33	orthogroup_1831	2	8	3	3605.333333
34	orthogroup_1406	6	9	3	394.333333
34	orthogroup_1811	9	8	3	141.750000
34	orthogroup_1733	11	9	3	108.000000
34	orthogroup_1742	3	9	3	4626.333333
34	orthogroup_1808	1	8	3	28385.333333
34	orthogroup_900	7	9	3	35.083333
34	orthogroup_1524	1	9	3	83.250000
34	orthogroup_1435	6	8	3	140.083333
34	orthogroup_104	10	8	3	363.000000
34	orthogroup_1040	9	8	3	305.333333
34	orthogroup_204	8	8	3	104.333333
34	orthogroup_46	1	10	3	140.333333
34	orthogroup_934	1	8	3	57.333333
34	orthogroup_554	1	9	4	1294.333333
34	orthogroup_834	2	8	3	0.250000
34	orthogroup_1074	6	9	4	114.916667
34	orthogroup_1453	1	8	3	12520.333333
34	orthogroup_1024	7	9	3	10812.333333
34	orthogroup_480	2	9	3	124.000000
34	orthogroup_1636	6	10	5	4551.300000
34	orthogroup_1808	4	8	4	2804.916667
34	orthogroup_1799	10	9	3	0.750000
34	orthogroup_1811	11	8	5	51.000000
34	orthogroup_824	6	10	3	10656.333333
34	orthogroup_1208	5	9	3	456.250000
34	orthogroup_204	1	8	3	48.000000
34	orthogroup_300	10	8	3	75.000000
34	orthogroup_65	4	9	3	43359.083333
34	orthogroup_145	2	8	4	0.000000
34	orthogroup_110	1	9	3	27.000000
34	orthogroup_80	4	9	4	1014.916667
34	orthogroup_1208	4	9	3	624.000000
34	orthogroup_1811	13	8	6	6080.575000
34	orthogroup_1384	1	10	3	286.333333
34	orthogroup_329	6	9	3	2214.333333
34	orthogroup_1811	3	8	4	1736.562500
34	orthogroup_119	2	8	5	70.575000
34	orthogroup_772	2	9	4	3.229167
34	orthogroup_548	5	9	3	31.000000
34	orthogroup_1481	2	9	3	0.083333
34	orthogroup_156	5	8	3	12.000000
34	orthogroup_1811	5	8	3	49.000000
34	orthogroup_870	2	9	3	60.333333
34	orthogroup_1294	4	8	4	134.000000
34	orthogroup_2	1	9	5	2284.000000
34	orthogroup_1379	2	10	3	0.333333
34	orthogroup_22	6	8	3	144.000000
34	orthogroup_1831	2	8	3	2.333333
34	orthogroup_548	6	9	6	228.266667
35	orthogroup_188	2	8	3	320.333333
35	orthogroup_1811	9	8	5	4.125000
35	orthogroup_279	3	9	3	142.333333
35	orthogroup_790	6	9	4	841.729167
35	orthogroup_1696	3	9	3	3.000000
35	orthogroup_1435	6	8	5	446.450000
35	orthogroup_968	1	8	4	19725.666667
35	orthogroup_1270	7	9	3	44.333333
35	orthogroup_1554	3	8	4	11.500000
35	orthogroup_1636	6	10	6	14255.866667
35	orthogroup_985	3	10	3	78.083333
35	orthogroup_1554	2	8	3	254.333333
35	orthogroup_1808	4	8	3	2563.583333
35	orthogroup_204	2	8	3	3.583333
35	orthogroup_588	6	8	3	0.000000
35	orthogroup_1208	5	9	3	696.333333
35	orthogroup_425	7	8	3	36.333333
35	orthogroup_204	1	8	4	2173.895833
35	orthogroup_900	12	9	3	8574.083333
35	orthogroup_65	4	9	4	243464.916667
35	orthogroup_582	1	8	3	37.000000
35	orthogroup_1799	12	9	3	657.000000
35	orthogroup_1811	13	8	4	1969.583333
35	orthogroup_1811	3	8	3	672.583333
35	orthogroup_119	2	8	3	7.583333
35	orthogroup_1307	8	8	4	6.000000
35	orthogroup_1363	6	9	4	8.666667
35	orthogroup_772	2	9	4	1.729167
35	orthogroup_923	10	10	3	4.750000
35	orthogroup_14	3	8	3	0.333333
35	orthogroup_1645	2	8	3	8.333333
35	orthogroup_2	2	9	5	1072.200000
35	orthogroup_1742	2	9	3	2676.333333
35	orthogroup_1024	2	9	3	0.083333
35	orthogroup_1644	5	9	4	35.333333
35	orthogroup_2	1	9	4	550.229167
35	orthogroup_554	7	9	4	33.562500
35	orthogroup_870	4	9	3	929.083333
35	orthogroup_1181	6	10	3	10712.333333
35	orthogroup_1723	3	10	4	194.000000
35	orthogroup_1379	2	10	3	456.333333
35	orthogroup_1831	2	8	3	3272.333333
35	orthogroup_284	6	9	3	9.333333
36	orthogroup_755	8	9	3	474.333333
36	orthogroup_1636	3	10	3	768.000000
36	orthogroup_329	12	9	5	7558.800000
36	orthogroup_1811	9	8	3	90.333333
36	orthogroup_279	3	9	3	35.083333
36	orthogroup_1742	3	9	3	5676.750000
36	orthogroup_408	8	9	3	8.333333
36	orthogroup_1435	6	8	4	1175.333333
36	orthogroup_968	1	8	4	5204.895833
36	orthogroup_1379	3	10	3	1.000000
36	orthogroup_279	5	9	3	200.333333
36	orthogroup_834	2	8	4	40.916667
36	orthogroup_329	3	9	3	9.333333
36	orthogroup_1362	2	9	5	37.700000
36	orthogroup_1554	3	8	5	113.050000
36	orthogroup_1074	6	9	4	143.333333
36	orthogroup_565	6	8	3	4.000000
36	orthogroup_1024	7	9	4	15948.916667
36	orthogroup_1636	6	10	6	3723.766667
36	orthogroup_610	3	9	3	2.250000
36	orthogroup_139	1	9	3	4552.333333
36	orthogroup_204	2	8	3	46.333333
36	orthogroup_1804	4	8	3	7.000000
36	orthogroup_1799	10	9	4	24.416667
36	orthogroup_548	1	9	3	9.333333
36	orthogroup_588	6	8	3	6.750000
36	orthogroup_145	3	8	3	4.333333
36	orthogroup_1557	4	8	3	41.333333
36	orthogroup_1408	6	9	3	65.333333
36	orthogroup_1406	1	9	3	234.333333
36	orthogroup_1208	5	9	3	4906.750000
36	orthogroup_689	2	8	4	2402.000000
36	orthogroup_1554	4	8	3	82.333333
36	orthogroup_329	7	9	3	3276.000000
36	orthogroup_1733	6	9	3	20.583333
36	orthogroup_96	9	9	3	363.000000
36	orthogroup_65	4	9	6	117635.241667
36	orthogroup_1811	13	8	7	9587.702381
36	orthogroup_610	4	9	3	21.333333
36	orthogroup_119	2	8	4	9.395833
36	orthogroup_1335	1	9	4	4050.666667
36	orthogroup_772	2	9	3	0.583333
36	orthogroup_279	10	9	3	675.000000
36	orthogroup_104	8	8	3	1.583333
36	orthogroup_548	5	9	4	4.250000
36	orthogroup_1627	12	9	4	188.229167
36	orthogroup_870	2	9	3	100.333333
36	orthogroup_1294	4	8	4	0.000000
36	orthogroup_1040	6	8	3	1409.333333
36	orthogroup_2	2	9	4	843.666667
36	orthogroup_1742	2	9	3	7957.000000
36	orthogroup_1406	4	9	3	175.000000
36	orthogroup_329	10	9	3	37.333333
36	orthogroup_1811	7	8	3	1.333333
36	orthogroup_2	1	9	4	2313.562500
36	orthogroup_554	7	9	6	6.241667
36	orthogroup_1619	1	9	3	0.333333
36	orthogroup_1406	3	9	4	17.583333
36	orthogroup_548	6	9	4	287.562500
37	orthogroup_1406	6	9	4	2030.250000
37	orthogroup_22	5	8	4	200.250000
37	orthogroup_1225	3	9	3	1634.333333
37	orthogroup_682	4	8	3	140.333333
37	orthogroup_1742	3	9	3	6447.000000
37	orthogroup_1307	4	8	3	65.333333
37	orthogroup_1808	1	8	4	19733.729167
37	orthogroup_582	6	8	3	225.333333
37	orthogroup_156	8	8	3	1.333333
37	orthogroup_260	4	8	3	0.083333
37	orthogroup_1554	3	8	3	19.083333
37	orthogroup_759	2	9	3	127.083333
37	orthogroup_1453	1	8	3	15743.250000
37	orthogroup_1408	1	9	3	401.333333
37	orthogroup_1024	7	9	3	1460.333333
37	orthogroup_418	5	8	3	241.333333
37	orthogroup_1636	6	10	5	7192.200000
37	orthogroup_1038	5	9	3	433.000000
37	orthogroup_1808	4	8	4	6847.729167
37	orthogroup_1575	2	9	5	1.175000
37	orthogroup_204	2	8	4	102.333333
37	orthogroup_1124	2	9	3	1008.583333
37	orthogroup_1557	4	8	3	82.333333
37	orthogroup_1811	4	8	3	284.083333
37	orthogroup_204	1	8	3	1008.333333
37	orthogroup_900	12	9	3	5383.000000
37	orthogroup_65	4	9	3	166629.000000
37	orthogroup_682	2	8	3	192.000000
37	orthogroup_1408	5	9	3	65.333333
37	orthogroup_80	4	9	5	893.000000
37	orthogroup_1811	13	8	5	9501.700000
37	orthogroup_329	6	9	3	1986.750000
37	orthogroup_300	9	8	4	3.562500
37	orthogroup_119	2	8	5	25.200000
37	orthogroup_1335	1	9	5	46972.800000
37	orthogroup_1804	5	8	3	5.333333
37	orthogroup_938	3	8	3	217.333333
37	orthogroup_1074	2	9	3	117.250000
37	orthogroup_105	2	9	3	477.750000
37	orthogroup_1742	2	9	3	1664.083333
37	orthogroup_231	4	8	3	652.333333
37	orthogroup_2	1	9	6	622.175000
37	orthogroup_96	5	9	3	102.083333
38	orthogroup_36	2	8	3	176.333333
38	orthogroup_1443	6	8	3	58.333333
38	orthogroup_1811	9	8	3	0.583333
38	orthogroup_1742	3	9	4	3057.583333
38	orthogroup_1808	1	8	3	17404.333333
38	orthogroup_900	7	9	3	0.083333
38	orthogroup_1696	3	9	3	133.333333
38	orthogroup_968	1	8	3	26175.250000
38	orthogroup_834	2	8	3	165.083333
38	orthogroup_1627	7	9	3	247.583333
38	orthogroup_1453	1	8	3	62052.583333
38	orthogroup_1408	1	9	5	325.500000
38	orthogroup_1799	8	9	3	184.083333
38	orthogroup_1831	8	8	3	1533.000000
38	orthogroup_1158	5	9	4	324.000000
38	orthogroup_1636	6	10	7	6256.916667
38	orthogroup_1557	5	8	3	6.333333
38	orthogroup_1808	4	8	3	24411.000000
38	orthogroup_22	1	8	4	636.916667
38	orthogroup_1408	3	9	4	0.000000
38	orthogroup_1208	2	9	3	2280.333333
38	orthogroup_582	12	8	3	7057.000000
38	orthogroup_588	6	8	4	64.000000
38	orthogroup_387	13	8	3	2090.333333
38	orthogroup_1557	4	8	5	32.075000
38	orthogroup_1811	11	8	3	31.000000
38	orthogroup_609	3	9	3	21.333333
38	orthogroup_1554	4	8	3	216.750000
38	orthogroup_76	6	8	3	366.333333
38	orthogroup_484	1	9	4	42.229167
38	orthogroup_119	3	8	3	0.333333
38	orthogroup_938	11	8	3	212.583333
38	orthogroup_900	12	9	3	6642.333333
38	orthogroup_65	4	9	5	197955.200000
38	orthogroup_244	1	9	3	10.083333
38	orthogroup_1811	13	8	6	11263.300000
38	orthogroup_582	4	8	4	62.916667
38	orthogroup_329	6	9	4	2093.395833
38	orthogroup_119	2	8	4	53.062500
38	orthogroup_1363	6	9	3	145.333333
38	orthogroup_1335	1	9	3	32806.333333
38	orthogroup_1804	5	8	3	111.583333
38	orthogroup_548	5	9	6	31.066667
38	orthogroup_231	2	8	3	174.083333
38	orthogroup_334	2	9	3	127.000000
38	orthogroup_1462	1	9	3	6.083333
38	orthogroup_1811	5	8	3	2.333333
38	orthogroup_371	1	9	3	7.000000
38	orthogroup_870	2	9	3	40.333333
38	orthogroup_2	2	9	7	572.083333
38	orthogroup_1154	3	9	3	96.333333
38	orthogroup_1225	1	9	3	0.000000
38	orthogroup_980	1	8	3	244.000000
38	orthogroup_1379	2	10	3	464.333333
38	orthogroup_233	2	8	3	0.083333
38	orthogroup_1831	2	8	4	2272.250000
38	orthogroup_1769	7	9	3	180.333333
38	orthogroup_548	6	9	3	121.333333
39	orthogroup_1406	6	9	3	553.000000
39	orthogroup_329	12	9	7	4590.369048
39	orthogroup_790	6	9	5	10438.700000
39	orthogroup_1831	4	8	3	69.250000
39	orthogroup_900	7	9	3	0.083333
39	orthogroup_159	12	8	3	1.583333
39	orthogroup_1538	1	9	4	22.562500
39	orthogroup_260	4	8	3	30.083333
39	orthogroup_1799	6	9	3	20.333333
39	orthogroup_1453	1	8	5	14205.800000
39	orthogroup_1024	7	9	3	19456.000000
39	orthogroup_1636	6	10	7	5530.059524
39	orthogroup_703	4	9	3	0.000000
39	orthogroup_531	14	9	4	2.895833
39	orthogroup_1208	2	9	3	161.333333
39	orthogroup_548	1	9	5	8.300000
39	orthogroup_582	12	8	3	817.000000
39	orthogroup_1557	4	8	4	40.229167
39	orthogroup_1811	11	8	3	77.583333
39	orthogroup_1406	1	9	4	106.895833
39	orthogroup_1208	5	9	3	570.083333
39	orthogroup_204	1	8	3	8.333333
39	orthogroup_119	3	8	4	768.916667
39	orthogroup_900	12	9	4	5772.000000
39	orthogroup_65	4	9	4	204698.916667
39	orthogroup_1811	13	8	5	9510.500000
39	orthogroup_1627	10	9	3	1.333333
39	orthogroup_329	6	9	4	2760.729167
39	orthogroup_1811	3	8	4	250.000000
39	orthogroup_1335	1	9	3	214.083333
39	orthogroup_1267	8	9	3	675.000000
39	orthogroup_14	3	8	4	0.000000
39	orthogroup_1804	5	8	3	96.583333
39	orthogroup_425	8	8	4	392.229167
39	orthogroup_1462	1	9	3	0.000000
39	orthogroup_1627	12	9	3	0.750000
39	orthogroup_554	5	9	3	231.583333
39	orthogroup_2	2	9	6	689.000000
39	orthogroup_371	4	9	3	0.250000
39	orthogroup_1742	2	9	3	7444.000000
39	orthogroup_1627	1	9	3	91.000000
39	orthogroup_2	1	9	4	1153.666667
39	orthogroup_159	1	8	3	1.333333
39	orthogroup_554	7	9	3	69.333333
39	orthogroup_1181	6	10	4	5984.916667
39	orthogroup_233	2	8	3	0.083333
39	orthogroup_96	5	9	3	103.000000
39	orthogroup_548	6	9	5	504.625000
40	orthogroup_582	7	8	3	1560.333333
40	orthogroup_425	12	8	3	1354.750000
40	orthogroup_329	12	9	4	6005.583333
40	orthogroup_1811	9	8	3	134.333333
40	orthogroup_1014	6	9	3	520.333333
40	orthogroup_1742	3	9	3	3481.333333
40	orthogroup_1808	1	8	3	26516.333333
40	orthogroup_1779	4	8	3	595.083333
40	orthogroup_244	6	9	4	19.583333
40	orthogroup_1307	3	8	3	60.750000
40	orthogroup_1831	3	8	3	177.333333
40	orthogroup_554	1	9	3	353.083333
40	orthogroup_1462	6	9	3	63.000000
40	orthogroup_687	1	9	3	181.750000
40	orthogroup_1554	3	8	3	7.583333
40	orthogroup_1453	1	8	3	7707.000000
40	orthogroup_1524	2	9	3	42.250000
40	orthogroup_1024	7	9	4	3218.916667
40	orthogroup_1636	6	10	7	9710.619048
40	orthogroup_346	5	9	3	0.000000
40	orthogroup_1808	4	8	5	12590.700000
40	orthogroup_1799	10	9	4	20.229167
40	orthogroup_588	6	8	3	0.000000
40	orthogroup_1557	4	8	5	32.050000
40	orthogroup_1644	2	9	3	184.333333
40	orthogroup_1379	9	10	4	0.166667
40	orthogroup_65	4	9	4	57438.729167
40	orthogroup_80	4	9	3	679.000000
40	orthogroup_1811	13	8	5	6585.200000
40	orthogroup_1177	1	10	3	0.083333
40	orthogroup_1811	3	8	3	1727.583333
40	orthogroup_119	2	8	5	58.700000
40	orthogroup_1335	1	9	4	5278.250000
40	orthogroup_772	2	9	3	0.750000
40	orthogroup_145	4	8	3	0.250000
40	orthogroup_231	2	8	3	0.583333
40	orthogroup_1243	6	8	3	631.000000
40	orthogroup_551	4	9	3	0.333333
40	orthogroup_1799	4	9	4	32.916667
40	orthogroup_554	5	9	3	30.333333
40	orthogroup_371	1	9	3	10.083333
40	orthogroup_1014	2	9	3	127.000000
40	orthogroup_554	8	9	3	242.333333
40	orthogroup_371	4	9	3	176.083333
40	orthogroup_1804	7	8	3	19.000000
40	orthogroup_231	4	8	3	397.000000
40	orthogroup_1627	1	9	3	49.083333
40	orthogroup_1154	3	9	3	0.083333
40	orthogroup_2	1	9	3	5945.333333
40	orthogroup_1619	1	9	3	0.333333
41	orthogroup_582	7	8	3	2853.083333
41	orthogroup_689	7	8	3	709.083333
41	orthogroup_1636	3	10	3	12.000000
41	orthogroup_1410	4	9	3	0.333333
41	orthogroup_1808	1	8	3	8201.333333
41	orthogroup_159	12	8	4	31.895833
41	orthogroup_1309	5	8	3	88.583333
41	orthogroup_1435	6	8	3	96.333333
41	orthogroup_1538	1	9	3	0.333333
41	orthogroup_968	1	8	3	19090.750000
41	orthogroup_279	5	9	4	20.250000
41	orthogroup_1208	1	9	3	19.000000
41	orthogroup_159	14	8	4	329.666667
41	orthogroup_1554	3	8	3	26.083333
41	orthogroup_1453	1	8	4	9511.895833
41	orthogroup_1636	6	10	4	11708.666667
41	orthogroup_204	2	8	3	0.000000
41	orthogroup_548	1	9	3	52.000000
41	orthogroup_588	6	8	3	308.333333
41	orthogroup_799	1	10	3	40164.083333
41	orthogroup_1811	4	8	3	84.083333
41	orthogroup_65	4	9	4	177989.583333
41	orthogroup_1811	13	8	6	3816.775000
41	orthogroup_119	2	8	5	49.200000
41	orthogroup_1335	1	9	3	18336.583333
41	orthogroup_371	2	9	3	90.333333
41	orthogroup_1645	2	8	3	8.333333
41	orthogroup_334	2	9	3	801.333333
41	orthogroup_371	4	9	3	67.583333
41	orthogroup_1154	3	9	3	21.333333
41	orthogroup_2	1	9	7	3618.988095
41	orthogroup_812	1	9	3	0.000000
41	orthogroup_1831	2	8	4	0.250000
41	orthogroup_900	5	9	3	92.333333
41	orthogroup_812	4	9	3	133.333333
42	orthogroup_1481	3	9	3	75.000000
42	orthogroup_582	7	8	3	1577.333333
42	orthogroup_1406	6	9	4	3465.666667
42	orthogroup_156	9	8	3	0.083333
42	orthogroup_682	4	8	3	183.583333
42	orthogroup_1742	3	9	3	1902.333333
42	orthogroup_1444	4	9	3	21.000000
42	orthogroup_1779	4	8	3	3439.000000
42	orthogroup_1696	3	9	3	2.083333
42	orthogroup_1524	1	9	3	115.583333
42	orthogroup_1636	2	10	5	6.800000
42	orthogroup_1435	6	8	3	130.583333
42	orthogroup_968	1	8	4	16835.895833
42	orthogroup_980	2	8	4	920.333333
42	orthogroup_1208	1	9	3	331.000000
42	orthogroup_1462	6	9	3	52.333333
42	orthogroup_1362	2	9	3	75.000000
42	orthogroup_1363	3	9	4	108.000000
42	orthogroup_1453	1	8	3	2809.333333
42	orthogroup_378	12	8	3	362.583333
42	orthogroup_834	4	8	3	289.333333
42	orthogroup_1024	7	9	3	8443.000000
42	orthogroup_100	10	10	3	145.333333
42	orthogroup_378	2	8	3	0.000000
42	orthogroup_1047	1	9	3	108.000000
42	orthogroup_1636	6	10	4	7758.916667
42	orthogroup_346	2	9	3	5.333333
42	orthogroup_784	8	9	3	481.333333
42	orthogroup_1038	5	9	4	3264.916667
42	orthogroup_1808	4	8	6	3295.041667
42	orthogroup_1784	7	8	4	3961.229167
42	orthogroup_1831	7	8	3	723.000000
42	orthogroup_1408	3	9	3	21.333333
42	orthogroup_1243	12	8	3	0.333333
42	orthogroup_548	1	9	3	12.000000
42	orthogroup_1557	4	8	6	62.100000
42	orthogroup_1554	4	8	3	145.333333
42	orthogroup_531	13	9	3	88.083333
42	orthogroup_1811	4	8	3	272.583333
42	orthogroup_300	10	8	3	120.333333
42	orthogroup_119	3	8	3	1204.000000
42	orthogroup_322	5	8	3	7.000000
42	orthogroup_65	4	9	5	129693.700000
42	orthogroup_244	11	9	4	15.583333
42	orthogroup_145	2	8	3	0.000000
42	orthogroup_682	2	8	3	147.000000
42	orthogroup_824	5	10	3	2.083333
42	orthogroup_244	1	9	3	5.333333
42	orthogroup_1208	4	9	4	2937.666667
42	orthogroup_1811	13	8	5	6124.925000
42	orthogroup_610	4	9	3	1.083333
42	orthogroup_1811	3	8	4	1217.229167
42	orthogroup_119	2	8	5	42.200000
42	orthogroup_1335	1	9	3	63704.333333
42	orthogroup_96	11	9	3	30.333333
42	orthogroup_425	8	8	3	171.000000
42	orthogroup_1462	1	9	3	1.000000
42	orthogroup_554	5	9	3	242.333333
42	orthogroup_540	1	9	3	0.333333
42	orthogroup_2	2	9	3	746.333333
42	orthogroup_1024	2	9	4	21.416667
42	orthogroup_1412	4	9	3	161.333333
42	orthogroup_22	6	8	3	96.750000
42	orthogroup_1619	1	9	3	0.083333
42	orthogroup_548	6	9	4	261.166667
43	orthogroup_1406	6	9	3	2719.083333
43	orthogroup_329	12	9	5	6563.425000
43	orthogroup_1811	9	8	3	124.333333
43	orthogroup_790	6	9	3	9542.333333
43	orthogroup_1696	3	9	3	108.333333
43	orthogroup_1636	2	10	3	76.333333
43	orthogroup_1435	6	8	3	462.583333
43	orthogroup_554	1	9	3	638.583333
43	orthogroup_834	2	8	4	64.000000
43	orthogroup_1663	9	9	4	396.250000
43	orthogroup_1453	11	8	3	9564.333333
43	orthogroup_1363	3	9	4	40.333333
43	orthogroup_1074	6	9	4	124.666667
43	orthogroup_588	4	8	3	6.750000
